time,type,description,details
16479,ORDER_PLACED,Order 267 placed,"{""order_id"": 267, ""restaurant_id"": 5}"
16490,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
16493,ORDER_PLACED,Order 268 placed,"{""order_id"": 268, ""restaurant_id"": 6}"
16503,ORDER_PLACED,Order 269 placed,"{""order_id"": 269, ""restaurant_id"": 0}"
16528,ORDER_DELIVERED,Order 251 delivered by courier 1,"{""order_id"": 251, ""courier_id"": 1, ""click_to_door"": 887.8833026111861, ""ready_to_door"": 587.8833026111861}"
16528,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
16530,ASSIGNMENT_MADE,Courier 1 assigned orders [248],"{""courier_id"": 1, ""order_ids"": [248], ""bundle_size"": 1, ""has_relay"": false}"
16537,ORDER_PICKED_UP,Order 259 picked up by courier 3,"{""order_id"": 259, ""courier_id"": 3}"
16537,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
16539,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
16575,ORDER_PLACED,Order 270 placed,"{""order_id"": 270, ""restaurant_id"": 6}"
16575,ORDER_DELIVERED,Order 256 delivered by courier 2,"{""order_id"": 256, ""courier_id"": 2, ""click_to_door"": 801.7513224147879, ""ready_to_door"": 501.75132241478786}"
16575,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
16580,ORDER_PICKED_UP,Order 263 picked up by courier 5,"{""order_id"": 263, ""courier_id"": 5}"
16580,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
16590,ASSIGNMENT_MADE,Courier 2 assigned orders [261],"{""courier_id"": 2, ""order_ids"": [261], ""bundle_size"": 1, ""has_relay"": false}"
16593,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
16597,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
16598,ORDER_READY,Order 265 is ready for pickup,"{""order_id"": 265}"
16599,ORDER_READY,Order 266 is ready for pickup,"{""order_id"": 266}"
16614,ORDER_PLACED,Order 271 placed,"{""order_id"": 271, ""restaurant_id"": 1}"
16629,ORDER_PICKED_UP,Order 243 picked up by courier 0,"{""order_id"": 243, ""courier_id"": 0}"
16629,ORDER_PICKED_UP,Order 247 picked up by courier 0,"{""order_id"": 247, ""courier_id"": 0}"
16629,ROUTE_OPTIMIZED,Courier 0 route optimized: 2 dropoffs reordered,"{""courier_id"": 0, ""original_sequence"": [243, 247], ""optimized_sequence"": []}"
16629,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
16683,ORDER_PICKED_UP,Order 248 picked up by courier 1,"{""order_id"": 248, ""courier_id"": 1}"
16683,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
16687,ORDER_PICKED_UP,Order 262 picked up by courier 6,"{""order_id"": 262, ""courier_id"": 6}"
16687,ORDER_PICKED_UP,Order 264 picked up by courier 6,"{""order_id"": 264, ""courier_id"": 6}"
16687,ROUTE_OPTIMIZED,Courier 6 route optimized: 2 dropoffs reordered,"{""courier_id"": 6, ""original_sequence"": [262, 264], ""optimized_sequence"": []}"
16687,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
16693,ORDER_DELIVERED,Order 221 delivered by courier 4,"{""order_id"": 221, ""courier_id"": 4, ""click_to_door"": 2543.1292215754947, ""ready_to_door"": 2243.1292215754947}"
16714,ORDER_DELIVERED,Order 259 delivered by courier 3,"{""order_id"": 259, ""courier_id"": 3, ""click_to_door"": 774.5286086142387, ""ready_to_door"": 474.5286086142387}"
16714,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
16728,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
16740,ASSIGNMENT_MADE,Courier 3 assigned orders [265],"{""courier_id"": 3, ""order_ids"": [265], ""bundle_size"": 1, ""has_relay"": false}"
16754,ORDER_DELIVERED,Order 254 delivered by courier 7,"{""order_id"": 254, ""courier_id"": 7, ""click_to_door"": 1074.4970861254496, ""ready_to_door"": 774.4970861254496}"
16754,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
16759,ORDER_DELIVERED,Order 263 delivered by courier 5,"{""order_id"": 263, ""courier_id"": 5, ""click_to_door"": 752.7724298128924, ""ready_to_door"": 452.77242981289237}"
16759,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
16763,ORDER_PLACED,Order 272 placed,"{""order_id"": 272, ""restaurant_id"": 1}"
16770,ASSIGNMENT_MADE,"Courier 5 assigned orders [239, 249, 253]","{""courier_id"": 5, ""order_ids"": [239, 249, 253], ""bundle_size"": 3, ""has_relay"": false}"
16770,ASSIGNMENT_MADE,"Courier 7 assigned orders [241, 258, 266]","{""courier_id"": 7, ""order_ids"": [241, 258, 266], ""bundle_size"": 3, ""has_relay"": false}"
16779,ORDER_PLACED,Order 273 placed,"{""order_id"": 273, ""restaurant_id"": 3}"
16779,ORDER_READY,Order 267 is ready for pickup,"{""order_id"": 267}"
16793,ORDER_READY,Order 268 is ready for pickup,"{""order_id"": 268}"
16798,ORDER_PLACED,Order 274 placed,"{""order_id"": 274, ""restaurant_id"": 7}"
16799,ORDER_PLACED,Order 275 placed,"{""order_id"": 275, ""restaurant_id"": 5}"
16803,ORDER_READY,Order 269 is ready for pickup,"{""order_id"": 269}"
16811,ORDER_PLACED,Order 276 placed,"{""order_id"": 276, ""restaurant_id"": 2}"
16818,ORDER_PICKED_UP,Order 261 picked up by courier 2,"{""order_id"": 261, ""courier_id"": 2}"
16818,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
16875,ORDER_READY,Order 270 is ready for pickup,"{""order_id"": 270}"
16914,ORDER_READY,Order 271 is ready for pickup,"{""order_id"": 271}"
16933,ORDER_PLACED,Order 277 placed,"{""order_id"": 277, ""restaurant_id"": 1}"
16934,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
17005,PICKUP_SERVICE_START,Courier 7 starting pickup service (90s),"{""courier_id"": 7, ""service_time"": 90}"
17024,ORDER_PICKED_UP,Order 265 picked up by courier 3,"{""order_id"": 265, ""courier_id"": 3}"
17024,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
17038,ORDER_DELIVERED,Order 248 delivered by courier 1,"{""order_id"": 248, ""courier_id"": 1, ""click_to_door"": 1462.608118734739, ""ready_to_door"": 1162.608118734739}"
17038,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
17040,ASSIGNMENT_MADE,Courier 1 assigned orders [267],"{""courier_id"": 1, ""order_ids"": [267], ""bundle_size"": 1, ""has_relay"": false}"
17043,ORDER_DELIVERED,Order 247 delivered by courier 0,"{""order_id"": 247, ""courier_id"": 0, ""click_to_door"": 1467.658149973564, ""ready_to_door"": 1167.658149973564}"
17052,ORDER_DELIVERED,Order 261 delivered by courier 2,"{""order_id"": 261, ""courier_id"": 2, ""click_to_door"": 1098.9770215029894, ""ready_to_door"": 798.9770215029894}"
17052,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
17063,ORDER_READY,Order 272 is ready for pickup,"{""order_id"": 272}"
17064,ORDER_DELIVERED,Order 216 delivered by courier 4,"{""order_id"": 216, ""courier_id"": 4, ""click_to_door"": 3147.334959753205, ""ready_to_door"": 2847.334959753205}"
17064,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
17065,ORDER_DELIVERED,Order 262 delivered by courier 6,"{""order_id"": 262, ""courier_id"": 6, ""click_to_door"": 1105.2381807664915, ""ready_to_door"": 805.2381807664915}"
17070,ASSIGNMENT_MADE,"Courier 2 assigned orders [271, 272]","{""courier_id"": 2, ""order_ids"": [271, 272], ""bundle_size"": 2, ""has_relay"": false}"
17070,ASSIGNMENT_MADE,Courier 4 assigned orders [269],"{""courier_id"": 4, ""order_ids"": [269], ""bundle_size"": 1, ""has_relay"": false}"
17079,ORDER_READY,Order 273 is ready for pickup,"{""order_id"": 273}"
17090,ORDER_PLACED,Order 278 placed,"{""order_id"": 278, ""restaurant_id"": 4}"
17095,ORDER_PICKED_UP,Order 241 picked up by courier 7,"{""order_id"": 241, ""courier_id"": 7}"
17095,ORDER_PICKED_UP,Order 258 picked up by courier 7,"{""order_id"": 258, ""courier_id"": 7}"
17095,ORDER_PICKED_UP,Order 266 picked up by courier 7,"{""order_id"": 266, ""courier_id"": 7}"
17095,ROUTE_OPTIMIZED,Courier 7 route optimized: 3 dropoffs reordered,"{""courier_id"": 7, ""original_sequence"": [241, 258, 266], ""optimized_sequence"": []}"
17095,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
17098,ORDER_READY,Order 274 is ready for pickup,"{""order_id"": 274}"
17099,ORDER_READY,Order 275 is ready for pickup,"{""order_id"": 275}"
17102,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
17111,ORDER_READY,Order 276 is ready for pickup,"{""order_id"": 276}"
17116,ORDER_PLACED,Order 279 placed,"{""order_id"": 279, ""restaurant_id"": 5}"
17154,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
17173,ORDER_DELIVERED,Order 265 delivered by courier 3,"{""order_id"": 265, ""courier_id"": 3, ""click_to_door"": 875.6088291328979, ""ready_to_door"": 575.6088291328997}"
17173,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
17188,ORDER_PLACED,Order 280 placed,"{""order_id"": 280, ""restaurant_id"": 6}"
17190,ASSIGNMENT_MADE,Courier 3 assigned orders [273],"{""courier_id"": 3, ""order_ids"": [273], ""bundle_size"": 1, ""has_relay"": false}"
17192,ORDER_PICKED_UP,Order 269 picked up by courier 4,"{""order_id"": 269, ""courier_id"": 4}"
17192,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
17195,ORDER_DELIVERED,Order 243 delivered by courier 0,"{""order_id"": 243, ""courier_id"": 0, ""click_to_door"": 1751.0628103102863, ""ready_to_door"": 1451.0628103102863}"
17195,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
17217,ORDER_DELIVERED,Order 264 delivered by courier 6,"{""order_id"": 264, ""courier_id"": 6, ""click_to_door"": 1103.5189950965978, ""ready_to_door"": 803.5189950965978}"
17217,COURIER_IDLE,Courier 6 is now idle,"{""courier_id"": 6}"
17220,ASSIGNMENT_MADE,Courier 0 assigned orders [274],"{""courier_id"": 0, ""order_ids"": [274], ""bundle_size"": 1, ""has_relay"": false}"
17220,ASSIGNMENT_MADE,Courier 6 assigned orders [275],"{""courier_id"": 6, ""order_ids"": [275], ""bundle_size"": 1, ""has_relay"": false}"
17233,ORDER_READY,Order 277 is ready for pickup,"{""order_id"": 277}"
17244,ORDER_PICKED_UP,Order 239 picked up by courier 5,"{""order_id"": 239, ""courier_id"": 5}"
17244,ORDER_PICKED_UP,Order 249 picked up by courier 5,"{""order_id"": 249, ""courier_id"": 5}"
17244,ORDER_PICKED_UP,Order 253 picked up by courier 5,"{""order_id"": 253, ""courier_id"": 5}"
17244,ROUTE_OPTIMIZED,Courier 5 route optimized: 3 dropoffs reordered,"{""courier_id"": 5, ""original_sequence"": [239, 249, 253], ""optimized_sequence"": []}"
17244,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
17279,ORDER_PLACED,Order 281 placed,"{""order_id"": 281, ""restaurant_id"": 3}"
17283,ORDER_PLACED,Order 282 placed,"{""order_id"": 282, ""restaurant_id"": 1}"
17313,ORDER_DELIVERED,Order 258 delivered by courier 7,"{""order_id"": 258, ""courier_id"": 7, ""click_to_door"": 1455.1532182065948, ""ready_to_door"": 1155.1532182065948}"
17321,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
17328,ORDER_PLACED,Order 283 placed,"{""order_id"": 283, ""restaurant_id"": 2}"
17339,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
17375,ORDER_EXPIRED,Order 240 expired (not matched within 1800s),"{""order_id"": 240}"
17390,ORDER_READY,Order 278 is ready for pickup,"{""order_id"": 278}"
17405,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
17411,ORDER_PICKED_UP,Order 271 picked up by courier 2,"{""order_id"": 271, ""courier_id"": 2}"
17411,ORDER_PICKED_UP,Order 272 picked up by courier 2,"{""order_id"": 272, ""courier_id"": 2}"
17411,ROUTE_OPTIMIZED,Courier 2 route optimized: 2 dropoffs reordered,"{""courier_id"": 2, ""original_sequence"": [271, 272], ""optimized_sequence"": []}"
17411,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
17416,ORDER_READY,Order 279 is ready for pickup,"{""order_id"": 279}"
17429,ORDER_PICKED_UP,Order 273 picked up by courier 3,"{""order_id"": 273, ""courier_id"": 3}"
17429,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
17460,ORDER_DELIVERED,Order 239 delivered by courier 5,"{""order_id"": 239, ""courier_id"": 5, ""click_to_door"": 2210.2081720635597, ""ready_to_door"": 1910.2081720635597}"
17488,ORDER_READY,Order 280 is ready for pickup,"{""order_id"": 280}"
17495,ORDER_PICKED_UP,Order 267 picked up by courier 1,"{""order_id"": 267, ""courier_id"": 1}"
17495,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
17524,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
17559,ORDER_DELIVERED,Order 266 delivered by courier 7,"{""order_id"": 266, ""courier_id"": 7, ""click_to_door"": 1260.827255951348, ""ready_to_door"": 960.8272559513498}"
17567,ORDER_DELIVERED,Order 267 delivered by courier 1,"{""order_id"": 267, ""courier_id"": 1, ""click_to_door"": 1088.7737544223892, ""ready_to_door"": 788.7737544223892}"
17567,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
17579,ORDER_PLACED,Order 284 placed,"{""order_id"": 284, ""restaurant_id"": 5}"
17579,ORDER_READY,Order 281 is ready for pickup,"{""order_id"": 281}"
17580,ASSIGNMENT_MADE,Courier 1 assigned orders [278],"{""courier_id"": 1, ""order_ids"": [278], ""bundle_size"": 1, ""has_relay"": false}"
17583,ORDER_READY,Order 282 is ready for pickup,"{""order_id"": 282}"
17592,ORDER_DELIVERED,Order 273 delivered by courier 3,"{""order_id"": 273, ""courier_id"": 3, ""click_to_door"": 813.974451707254, ""ready_to_door"": 513.974451707254}"
17592,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
17610,ASSIGNMENT_MADE,Courier 3 assigned orders [281],"{""courier_id"": 3, ""order_ids"": [281], ""bundle_size"": 1, ""has_relay"": false}"
17614,ORDER_PICKED_UP,Order 274 picked up by courier 0,"{""order_id"": 274, ""courier_id"": 0}"
17614,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
17617,ORDER_EXPIRED,Order 245 expired (not matched within 1800s),"{""order_id"": 245}"
17628,ORDER_READY,Order 283 is ready for pickup,"{""order_id"": 283}"
17632,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
17634,ORDER_DELIVERED,Order 272 delivered by courier 2,"{""order_id"": 272, ""courier_id"": 2, ""click_to_door"": 871.9402278191556, ""ready_to_door"": 571.9402278191556}"
17643,ORDER_DELIVERED,Order 269 delivered by courier 4,"{""order_id"": 269, ""courier_id"": 4, ""click_to_door"": 1140.8877356151643, ""ready_to_door"": 840.8877356151643}"
17643,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
17670,ASSIGNMENT_MADE,Courier 4 assigned orders [279],"{""courier_id"": 4, ""order_ids"": [279], ""bundle_size"": 1, ""has_relay"": false}"
17704,ORDER_DELIVERED,Order 249 delivered by courier 5,"{""order_id"": 249, ""courier_id"": 5, ""click_to_door"": 2126.4644199890354, ""ready_to_door"": 1826.4644199890354}"
17722,ORDER_PICKED_UP,Order 275 picked up by courier 6,"{""order_id"": 275, ""courier_id"": 6}"
17722,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
17730,ORDER_EXPIRED,Order 250 expired (not matched within 1800s),"{""order_id"": 250}"
17739,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
17750,ORDER_EXPIRED,Order 252 expired (not matched within 1800s),"{""order_id"": 252}"
17766,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
17773,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
17780,ORDER_PLACED,Order 285 placed,"{""order_id"": 285, ""restaurant_id"": 6}"
17784,ORDER_PLACED,Order 286 placed,"{""order_id"": 286, ""restaurant_id"": 1}"
17814,ORDER_DELIVERED,Order 241 delivered by courier 7,"{""order_id"": 241, ""courier_id"": 7, ""click_to_door"": 2425.62782832988, ""ready_to_door"": 2125.62782832988}"
17814,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
17820,ASSIGNMENT_MADE,"Courier 7 assigned orders [270, 280]","{""courier_id"": 7, ""order_ids"": [270, 280], ""bundle_size"": 2, ""has_relay"": false}"
17829,ORDER_PICKED_UP,Order 278 picked up by courier 1,"{""order_id"": 278, ""courier_id"": 1}"
17829,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
17830,ORDER_DELIVERED,Order 271 delivered by courier 2,"{""order_id"": 271, ""courier_id"": 2, ""click_to_door"": 1216.0231517087814, ""ready_to_door"": 916.0231517087814}"
17830,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
17850,ASSIGNMENT_MADE,"Courier 2 assigned orders [277, 282]","{""courier_id"": 2, ""order_ids"": [277, 282], ""bundle_size"": 2, ""has_relay"": false}"
17856,ORDER_PICKED_UP,Order 279 picked up by courier 4,"{""order_id"": 279, ""courier_id"": 4}"
17856,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
17863,ORDER_PICKED_UP,Order 281 picked up by courier 3,"{""order_id"": 281, ""courier_id"": 3}"
17863,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
17879,ORDER_READY,Order 284 is ready for pickup,"{""order_id"": 284}"
17880,ORDER_PLACED,Order 287 placed,"{""order_id"": 287, ""restaurant_id"": 4}"
17922,ORDER_DELIVERED,Order 275 delivered by courier 6,"{""order_id"": 275, ""courier_id"": 6, ""click_to_door"": 1123.260750288504, ""ready_to_door"": 823.2607502885039}"
17922,COURIER_IDLE,Courier 6 is now idle,"{""courier_id"": 6}"
17940,ASSIGNMENT_MADE,"Courier 6 assigned orders [276, 283]","{""courier_id"": 6, ""order_ids"": [276, 283], ""bundle_size"": 2, ""has_relay"": false}"
17943,ORDER_PLACED,Order 288 placed,"{""order_id"": 288, ""restaurant_id"": 4}"
17948,ORDER_EXPIRED,Order 257 expired (not matched within 1800s),"{""order_id"": 257}"
17957,ORDER_DELIVERED,Order 274 delivered by courier 0,"{""order_id"": 274, ""courier_id"": 0, ""click_to_door"": 1159.3712241550202, ""ready_to_door"": 859.3712241550202}"
17957,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
17960,ORDER_PLACED,Order 289 placed,"{""order_id"": 289, ""restaurant_id"": 6}"
17970,ASSIGNMENT_MADE,Courier 0 assigned orders [284],"{""courier_id"": 0, ""order_ids"": [284], ""bundle_size"": 1, ""has_relay"": false}"
17993,ORDER_DELIVERED,Order 278 delivered by courier 1,"{""order_id"": 278, ""courier_id"": 1, ""click_to_door"": 903.3347721178288, ""ready_to_door"": 603.3347721178288}"
17993,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
18000,ASSIGNMENT_MADE,"Courier 1 assigned orders [260, 268]","{""courier_id"": 1, ""order_ids"": [260, 268], ""bundle_size"": 2, ""has_relay"": false}"
18006,PICKUP_SERVICE_START,Courier 7 starting pickup service (90s),"{""courier_id"": 7, ""service_time"": 90}"
18032,ORDER_PLACED,Order 290 placed,"{""order_id"": 290, ""restaurant_id"": 3}"
18034,ORDER_PLACED,Order 291 placed,"{""order_id"": 291, ""restaurant_id"": 0}"
18046,ORDER_DELIVERED,Order 253 delivered by courier 5,"{""order_id"": 253, ""courier_id"": 5, ""click_to_door"": 2371.6403676839363, ""ready_to_door"": 2071.6403676839363}"
18046,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
18076,ORDER_PLACED,Order 292 placed,"{""order_id"": 292, ""restaurant_id"": 4}"
18080,ORDER_READY,Order 285 is ready for pickup,"{""order_id"": 285}"
18084,ORDER_READY,Order 286 is ready for pickup,"{""order_id"": 286}"
18088,ORDER_PLACED,Order 293 placed,"{""order_id"": 293, ""restaurant_id"": 2}"
18090,ASSIGNMENT_MADE,Courier 5 assigned orders [286],"{""courier_id"": 5, ""order_ids"": [286], ""bundle_size"": 1, ""has_relay"": false}"
18096,ORDER_PICKED_UP,Order 270 picked up by courier 7,"{""order_id"": 270, ""courier_id"": 7}"
18096,ORDER_PICKED_UP,Order 280 picked up by courier 7,"{""order_id"": 280, ""courier_id"": 7}"
18096,ROUTE_OPTIMIZED,Courier 7 route optimized: 2 dropoffs reordered,"{""courier_id"": 7, ""original_sequence"": [270, 280], ""optimized_sequence"": []}"
18096,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
18097,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
18106,ORDER_PLACED,Order 294 placed,"{""order_id"": 294, ""restaurant_id"": 5}"
18107,ORDER_PLACED,Order 295 placed,"{""order_id"": 295, ""restaurant_id"": 1}"
18108,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
18119,ORDER_PLACED,Order 296 placed,"{""order_id"": 296, ""restaurant_id"": 5}"
18135,ORDER_PLACED,Order 297 placed,"{""order_id"": 297, ""restaurant_id"": 1}"
18152,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
18167,ORDER_DELIVERED,Order 281 delivered by courier 3,"{""order_id"": 281, ""courier_id"": 3, ""click_to_door"": 888.4511059308861, ""ready_to_door"": 588.4511059308861}"
18167,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
18175,ORDER_PLACED,Order 298 placed,"{""order_id"": 298, ""restaurant_id"": 2}"
18179,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
18180,ORDER_READY,Order 287 is ready for pickup,"{""order_id"": 287}"
18180,ASSIGNMENT_MADE,Courier 3 assigned orders [287],"{""courier_id"": 3, ""order_ids"": [287], ""bundle_size"": 1, ""has_relay"": false}"
18187,ORDER_PICKED_UP,Order 276 picked up by courier 6,"{""order_id"": 276, ""courier_id"": 6}"
18187,ORDER_PICKED_UP,Order 283 picked up by courier 6,"{""order_id"": 283, ""courier_id"": 6}"
18187,ROUTE_OPTIMIZED,Courier 6 route optimized: 2 dropoffs reordered,"{""courier_id"": 6, ""original_sequence"": [276, 283], ""optimized_sequence"": []}"
18187,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
18198,ORDER_PICKED_UP,Order 284 picked up by courier 0,"{""order_id"": 284, ""courier_id"": 0}"
18198,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
18217,ORDER_PLACED,Order 299 placed,"{""order_id"": 299, ""restaurant_id"": 4}"
18224,ORDER_DELIVERED,Order 279 delivered by courier 4,"{""order_id"": 279, ""courier_id"": 4, ""click_to_door"": 1108.551560465672, ""ready_to_door"": 808.5515604656721}"
18224,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
18240,ASSIGNMENT_MADE,Courier 4 assigned orders [285],"{""courier_id"": 4, ""order_ids"": [285], ""bundle_size"": 1, ""has_relay"": false}"
18242,ORDER_PICKED_UP,Order 286 picked up by courier 5,"{""order_id"": 286, ""courier_id"": 5}"
18242,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
18243,ORDER_READY,Order 288 is ready for pickup,"{""order_id"": 288}"
18260,ORDER_READY,Order 289 is ready for pickup,"{""order_id"": 289}"
18269,ORDER_PICKED_UP,Order 277 picked up by courier 2,"{""order_id"": 277, ""courier_id"": 2}"
18269,ORDER_PICKED_UP,Order 282 picked up by courier 2,"{""order_id"": 282, ""courier_id"": 2}"
18269,ROUTE_OPTIMIZED,Courier 2 route optimized: 2 dropoffs reordered,"{""courier_id"": 2, ""original_sequence"": [277, 282], ""optimized_sequence"": []}"
18269,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
18303,ORDER_PLACED,Order 300 placed,"{""order_id"": 300, ""restaurant_id"": 7}"
18328,ORDER_PLACED,Order 301 placed,"{""order_id"": 301, ""restaurant_id"": 0}"
18332,ORDER_READY,Order 290 is ready for pickup,"{""order_id"": 290}"
18334,ORDER_READY,Order 291 is ready for pickup,"{""order_id"": 291}"
18344,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
18349,ORDER_DELIVERED,Order 283 delivered by courier 6,"{""order_id"": 283, ""courier_id"": 6, ""click_to_door"": 1021.3973510282449, ""ready_to_door"": 721.3973510282449}"
18376,ORDER_READY,Order 292 is ready for pickup,"{""order_id"": 292}"
18388,ORDER_READY,Order 293 is ready for pickup,"{""order_id"": 293}"
18406,ORDER_READY,Order 294 is ready for pickup,"{""order_id"": 294}"
18407,ORDER_READY,Order 295 is ready for pickup,"{""order_id"": 295}"
18419,ORDER_READY,Order 296 is ready for pickup,"{""order_id"": 296}"
18429,ORDER_PLACED,Order 302 placed,"{""order_id"": 302, ""restaurant_id"": 2}"
18434,ORDER_PICKED_UP,Order 287 picked up by courier 3,"{""order_id"": 287, ""courier_id"": 3}"
18434,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
18435,ORDER_READY,Order 297 is ready for pickup,"{""order_id"": 297}"
18439,ORDER_DELIVERED,Order 282 delivered by courier 2,"{""order_id"": 282, ""courier_id"": 2, ""click_to_door"": 1156.0629481548713, ""ready_to_door"": 856.0629481548713}"
18450,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
18475,ORDER_READY,Order 298 is ready for pickup,"{""order_id"": 298}"
